"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","experiment_id","prolific_pid","prolific_study_id","prolific_session_id","task","item_id","condition","item_type","sentence","rating"
"3367","
        <div class=""panel"">
          <div class=""sentence-box"">Annem bana yemeği dün yaptıracak.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","18","69340","0.0-17.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","42","tense_mismatch","filler","Annem bana yemeği dün yaptıracak.","1"
"2829","
        <div class=""panel"">
          <div class=""sentence-box"">Taş pencereyi kırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","19","72170","0.0-18.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","29","low_energy","critical","Taş pencereyi kırdı.","2"
"2857","
        <div class=""panel"">
          <div class=""sentence-box"">Aylin arkadaşını saldırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","20","75029","0.0-19.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","41","case_marking_error","filler","Aylin arkadaşını saldırdı.","1"
"3957","
        <div class=""panel"">
          <div class=""sentence-box"">Makas kağıdı kesti.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","21","78988","0.0-20.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","27","low_energy","critical","Makas kağıdı kesti.","2"
"3982","
        <div class=""panel"">
          <div class=""sentence-box"">Elektrikli su ısıtıcısı suyu kaynattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","22","82972","0.0-21.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","6","high_energy","critical","Elektrikli su ısıtıcısı suyu kaynattı.","3"
"4220","
        <div class=""panel"">
          <div class=""sentence-box"">Su gömleği kuruttu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","23","87194","0.0-22.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","35","semantic_violation","filler","Su gömleği kuruttu.","2"
"3294","
        <div class=""panel"">
          <div class=""sentence-box"">Aylin her gün otobüsü bindi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","24","90490","0.0-23.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","38","case_marking_error","filler","Aylin her gün otobüsü bindi.","1"
"4793","
        <div class=""panel"">
          <div class=""sentence-box"">Çalar saat çocukları uyandırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","25","95285","0.0-24.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","2","high_energy","critical","Çalar saat çocukları uyandırdı.","3"
"5863","
        <div class=""panel"">
          <div class=""sentence-box"">Soba kabini ısıttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","26","101151","0.0-25.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","11","high_energy","critical","Soba kabini ısıttı.","1"
"2866","
        <div class=""panel"">
          <div class=""sentence-box"">Deniz dalgalanmaya başladı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","27","104020","0.0-26.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","50","grammatical","filler","Deniz dalgalanmaya başladı.","3"
"2908","
        <div class=""panel"">
          <div class=""sentence-box"">Bebek annesine özledi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","28","106930","0.0-27.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","40","case_marking_error","filler","Bebek annesine özledi.","1"
"1924","
        <div class=""panel"">
          <div class=""sentence-box"">Kalem notu yazdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","29","108857","0.0-28.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","26","low_energy","critical","Kalem notu yazdı.","1"
"2949","
        <div class=""panel"">
          <div class=""sentence-box"">Tirbuşon şişeyi açtı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","30","111809","0.0-29.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","17","low_energy","critical","Tirbuşon şişeyi açtı.","2"
"4000","
        <div class=""panel"">
          <div class=""sentence-box"">İnsanlar yüksek sesten rahatsız oldu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","31","115813","0.0-30.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","49","grammatical","filler","İnsanlar yüksek sesten rahatsız oldu.","3"
"4063","
        <div class=""panel"">
          <div class=""sentence-box"">Çocuklar karanlığı çok korktu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","32","119878","0.0-31.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","39","case_marking_error","filler","Çocuklar karanlığı çok korktu.","1"
"7201","
        <div class=""panel"">
          <div class=""sentence-box"">Aşçı yemeği dün pişirecek.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","33","127080","0.0-32.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","45","tense_mismatch","filler","Aşçı yemeği dün pişirecek.","0"
"6008","
        <div class=""panel"">
          <div class=""sentence-box"">Rüzgar kapıyı açtı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","34","133091","0.0-33.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","15","high_energy","critical","Rüzgar kapıyı açtı.","2"
"2126","
        <div class=""panel"">
          <div class=""sentence-box"">Kaşık dondurmayı taşıdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","35","135220","0.0-34.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","28","low_energy","critical","Kaşık dondurmayı taşıdı.","1"
"2664","
        <div class=""panel"">
          <div class=""sentence-box"">Aylin okula çok sevdi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","36","137886","0.0-35.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","37","case_marking_error","filler","Aylin okula çok sevdi.","0"
"2952","
        <div class=""panel"">
          <div class=""sentence-box"">Ayakkabı düşünceyi çatlattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","37","140839","0.0-36.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","33","semantic_violation","filler","Ayakkabı düşünceyi çatlattı.","1"
"2523","
        <div class=""panel"">
          <div class=""sentence-box"">Klima odayı soğuttu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","38","143365","0.0-37.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","1","high_energy","critical","Klima odayı soğuttu.","3"
"2261","
        <div class=""panel"">
          <div class=""sentence-box"">Çekiç vazoyu kırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","39","145628","0.0-38.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","19","low_energy","critical","Çekiç vazoyu kırdı.","3"
"3602","
        <div class=""panel"">
          <div class=""sentence-box"">Silgi lekeyi sildi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","40","149233","0.0-39.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","18","low_energy","critical","Silgi lekeyi sildi.","2"
"2380","
        <div class=""panel"">
          <div class=""sentence-box"">Mikrodalga çorbayı ısıttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","41","151615","0.0-40.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","9","high_energy","critical","Mikrodalga çorbayı ısıttı.","4"
"3565","
        <div class=""panel"">
          <div class=""sentence-box"">Dünkü sert güneş şarkıyı eritti.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","42","155183","0.0-41.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","32","semantic_violation","filler","Dünkü sert güneş şarkıyı eritti.","2"
"4476","
        <div class=""panel"">
          <div class=""sentence-box"">Anahtar kapıyı kilitledi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","43","159661","0.0-42.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","24","low_energy","critical","Anahtar kapıyı kilitledi.","3"
"4188","
        <div class=""panel"">
          <div class=""sentence-box"">Ekmek kızartma makinesi ekmeği kızarttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","44","163851","0.0-43.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","14","high_energy","critical","Ekmek kızartma makinesi ekmeği kızarttı.","3"
"2918","
        <div class=""panel"">
          <div class=""sentence-box"">Bıçak ekmeği kesti.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","45","166771","0.0-44.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","25","low_energy","critical","Bıçak ekmeği kesti.","2"
"3022","
        <div class=""panel"">
          <div class=""sentence-box"">Mum odayı aydınlattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","46","169796","0.0-45.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","4","high_energy","critical","Mum odayı aydınlattı.","3"
"2763","
        <div class=""panel"">
          <div class=""sentence-box"">Çaydanlık çayı demledi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","47","172562","0.0-46.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","23","low_energy","critical","Çaydanlık çayı demledi.","2"
"2023","
        <div class=""panel"">
          <div class=""sentence-box"">Aylin camı çatlattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","48","174587","0.0-47.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","47","grammatical","filler","Aylin camı çatlattı.","4"
"3930","
        <div class=""panel"">
          <div class=""sentence-box"">Öğrenciler sessizliği ısıttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","49","178519","0.0-48.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","31","semantic_violation","filler","Öğrenciler sessizliği ısıttı.","1"
"3615","
        <div class=""panel"">
          <div class=""sentence-box"">Güneş kıyafetleri kuruttu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","2","html-button-response","50","182137","0.0-49.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","13","high_energy","critical","Güneş kıyafetleri kuruttu.","2"
"5623","
        <div class=""panel"">
          <div class=""sentence-box"">Topuklu ayakkabı zemini çizdi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","51","187764","0.0-50.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","acceptability_rating","21","low_energy","critical","Topuklu ayakkabı zemini çizdi.","3"
"null","
      <div class=""panel"">
        <p class=""lede"" id=""save-status"">Veriler işleniyor ve kaydediliyor...</p>
      </div>
    ","null","html-button-response","52","189771","0.0-51.0","w10yso5dc2","MmjD9uQZYa6C","5f919274b5383b00096b0295","6a0b88ce4eefadb4f6c14042","6a0b8aba32336452521cdf3f","","","","","",""
