"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","experiment_id","prolific_pid","prolific_study_id","prolific_session_id","task","item_id","condition","item_type","sentence","rating"
"4466","
        <div class=""panel"">
          <div class=""sentence-box"">Kalem notu yazdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","10","71935","0.0-9.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","26","low_energy","critical","Kalem notu yazdı.","0"
"6548","
        <div class=""panel"">
          <div class=""sentence-box"">Aylin arkadaşını saldırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","11","78485","0.0-10.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","41","case_marking_error","filler","Aylin arkadaşını saldırdı.","0"
"2050","
        <div class=""panel"">
          <div class=""sentence-box"">Otobüs biraz önce kalkacak.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","12","80537","0.0-11.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","44","tense_mismatch","filler","Otobüs biraz önce kalkacak.","0"
"26147","
        <div class=""panel"">
          <div class=""sentence-box"">Çekiç vazoyu kırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","13","106685","0.0-12.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","19","low_energy","critical","Çekiç vazoyu kırdı.","3"
"2914","
        <div class=""panel"">
          <div class=""sentence-box"">Annem bana yemeği dün yaptıracak.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","14","109601","0.0-13.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","42","tense_mismatch","filler","Annem bana yemeği dün yaptıracak.","0"
"3052","
        <div class=""panel"">
          <div class=""sentence-box"">Aylin her gün otobüsü bindi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","15","112654","0.0-14.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","38","case_marking_error","filler","Aylin her gün otobüsü bindi.","0"
"3812","
        <div class=""panel"">
          <div class=""sentence-box"">Klima duvara takılacak.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","16","116468","0.0-15.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","48","grammatical","filler","Klima duvara takılacak.","4"
"2433","
        <div class=""panel"">
          <div class=""sentence-box"">Klima odayı soğuttu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","17","118901","0.0-16.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","1","high_energy","critical","Klima odayı soğuttu.","4"
"3265","
        <div class=""panel"">
          <div class=""sentence-box"">Çalar saat çocukları uyandırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","18","122168","0.0-17.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","2","high_energy","critical","Çalar saat çocukları uyandırdı.","4"
"4982","
        <div class=""panel"">
          <div class=""sentence-box"">Diş fırçası dişleri temizledi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","19","127151","0.0-18.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","30","low_energy","critical","Diş fırçası dişleri temizledi.","3"
"5298","
        <div class=""panel"">
          <div class=""sentence-box"">Okul geçtiğimiz yıl 22 mezun verecek.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","20","132451","0.0-19.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","43","tense_mismatch","filler","Okul geçtiğimiz yıl 22 mezun verecek.","0"
"9298","
        <div class=""panel"">
          <div class=""sentence-box"">Gözlük camı kelimeleri büyüttü.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","21","141752","0.0-20.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","7","high_energy","critical","Gözlük camı kelimeleri büyüttü.","3"
"3067","
        <div class=""panel"">
          <div class=""sentence-box"">Çatal erişteyi ezdi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","22","144821","0.0-21.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","16","low_energy","critical","Çatal erişteyi ezdi.","4"
"2748","
        <div class=""panel"">
          <div class=""sentence-box"">Mum odayı aydınlattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","23","147570","0.0-22.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","4","high_energy","critical","Mum odayı aydınlattı.","4"
"3596","
        <div class=""panel"">
          <div class=""sentence-box"">Silgi lekeyi sildi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","24","151168","0.0-23.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","18","low_energy","critical","Silgi lekeyi sildi.","3"
"2065","
        <div class=""panel"">
          <div class=""sentence-box"">Mikrodalga çorbayı ısıttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","25","153235","0.0-24.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","9","high_energy","critical","Mikrodalga çorbayı ısıttı.","4"
"2315","
        <div class=""panel"">
          <div class=""sentence-box"">Su gömleği kuruttu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","26","155551","0.0-25.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","35","semantic_violation","filler","Su gömleği kuruttu.","0"
"1698","
        <div class=""panel"">
          <div class=""sentence-box"">Rüzgar kapıyı açtı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","27","157251","0.0-26.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","15","high_energy","critical","Rüzgar kapıyı açtı.","4"
"2498","
        <div class=""panel"">
          <div class=""sentence-box"">Yıldırım bekçiyi öldürdü.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","28","159751","0.0-27.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","8","high_energy","critical","Yıldırım bekçiyi öldürdü.","4"
"6615","
        <div class=""panel"">
          <div class=""sentence-box"">Çaydanlık çayı demledi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","29","166368","0.0-28.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","23","low_energy","critical","Çaydanlık çayı demledi.","0"
"2564","
        <div class=""panel"">
          <div class=""sentence-box"">Bıçak ekmeği kesti.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","30","168934","0.0-29.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","25","low_energy","critical","Bıçak ekmeği kesti.","3"
"2668","
        <div class=""panel"">
          <div class=""sentence-box"">Topuklu ayakkabı zemini çizdi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","31","171603","0.0-30.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","21","low_energy","critical","Topuklu ayakkabı zemini çizdi.","4"
"1948","
        <div class=""panel"">
          <div class=""sentence-box"">Aylin camı çatlattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","32","173553","0.0-31.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","47","grammatical","filler","Aylin camı çatlattı.","4"
"9879","
        <div class=""panel"">
          <div class=""sentence-box"">Ceket çocuğu ısıttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","33","183434","0.0-32.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","22","low_energy","critical","Ceket çocuğu ısıttı.","4"
"3415","
        <div class=""panel"">
          <div class=""sentence-box"">Bulaşık makinesi bulaşıkları çalkaladı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","34","186851","0.0-33.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","5","high_energy","critical","Bulaşık makinesi bulaşıkları çalkaladı.","0"
"2798","
        <div class=""panel"">
          <div class=""sentence-box"">İnsanlar yüksek sesten rahatsız oldu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","35","189650","0.0-34.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","49","grammatical","filler","İnsanlar yüksek sesten rahatsız oldu.","4"
"3366","
        <div class=""panel"">
          <div class=""sentence-box"">Tirbuşon şişeyi açtı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","36","193018","0.0-35.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","17","low_energy","critical","Tirbuşon şişeyi açtı.","0"
"6583","
        <div class=""panel"">
          <div class=""sentence-box"">Elektrikli su ısıtıcısı suyu kaynattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","37","199603","0.0-36.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","6","high_energy","critical","Elektrikli su ısıtıcısı suyu kaynattı.","3"
"5879","
        <div class=""panel"">
          <div class=""sentence-box"">Yarın Nilüfer bu parçayı söyledi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","38","205484","0.0-37.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","46","tense_mismatch","filler","Yarın Nilüfer bu parçayı söyledi.","0"
"2116","
        <div class=""panel"">
          <div class=""sentence-box"">Taş pencereyi kırdı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","39","207602","0.0-38.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","29","low_energy","critical","Taş pencereyi kırdı.","4"
"1930","
        <div class=""panel"">
          <div class=""sentence-box"">Deniz dalgalanmaya başladı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","40","209534","0.0-39.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","50","grammatical","filler","Deniz dalgalanmaya başladı.","4"
"2165","
        <div class=""panel"">
          <div class=""sentence-box"">Bebek annesine özledi.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","41","211701","0.0-40.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","40","case_marking_error","filler","Bebek annesine özledi.","0"
"2298","
        <div class=""panel"">
          <div class=""sentence-box"">Makas kağıdı kesti.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","4","html-button-response","42","214001","0.0-41.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","27","low_energy","critical","Makas kağıdı kesti.","4"
"23650","
        <div class=""panel"">
          <div class=""sentence-box"">Soba kabini ısıttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","1","html-button-response","43","237652","0.0-42.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","11","high_energy","critical","Soba kabini ısıttı.","1"
"3363","
        <div class=""panel"">
          <div class=""sentence-box"">Buzdolabı birayı soğuttu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","44","241017","0.0-43.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","10","high_energy","critical","Buzdolabı birayı soğuttu.","0"
"2816","
        <div class=""panel"">
          <div class=""sentence-box"">Çocuklar karanlığı çok korktu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","45","243834","0.0-44.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","39","case_marking_error","filler","Çocuklar karanlığı çok korktu.","0"
"4632","
        <div class=""panel"">
          <div class=""sentence-box"">Dünkü sert güneş şarkıyı eritti.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","46","248467","0.0-45.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","32","semantic_violation","filler","Dünkü sert güneş şarkıyı eritti.","0"
"1865","
        <div class=""panel"">
          <div class=""sentence-box"">Isıtıcı kahveyi ısıttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","47","250334","0.0-46.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","3","high_energy","critical","Isıtıcı kahveyi ısıttı.","0"
"17515","
        <div class=""panel"">
          <div class=""sentence-box"">Ekmek kızartma makinesi ekmeği kızarttı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","3","html-button-response","48","267850","0.0-47.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","14","high_energy","critical","Ekmek kızartma makinesi ekmeği kızarttı.","3"
"2166","
        <div class=""panel"">
          <div class=""sentence-box"">Askı gömleği düşürdü.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","49","270018","0.0-48.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","20","low_energy","critical","Askı gömleği düşürdü.","0"
"1614","
        <div class=""panel"">
          <div class=""sentence-box"">Ayakkabı düşünceyi çatlattı.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","50","271634","0.0-49.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","33","semantic_violation","filler","Ayakkabı düşünceyi çatlattı.","0"
"2265","
        <div class=""panel"">
          <div class=""sentence-box"">Klima tahtayı dondurdu.</div>
          <div class=""scale-note"">Bu cümle size doğal geliyor mu?</div>
        </div>
      ","0","html-button-response","51","273900","0.0-50.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","acceptability_rating","34","semantic_violation","filler","Klima tahtayı dondurdu.","0"
"null","
      <div class=""panel"">
        <p class=""lede"" id=""save-status"">Veriler işleniyor ve kaydediliyor...</p>
      </div>
    ","null","html-button-response","52","275904","0.0-51.0","c65u8w0lau","MmjD9uQZYa6C","69d801b7ff73fd8726f49404","6a0b88ce4eefadb4f6c14042","6a0b8ba7a108b1af852639f0","","","","","",""
